cicid,i94yr,i94mon,i94cit,i94res,i94port,arrdate,i94mode,i94addr,depdate,i94bir,i94visa,count,dtadfile,visapost,occup,entdepa,entdepd,entdepu,matflag,biryear,dtaddto,gender,insnum,airline,admnum,fltno,visatype
5018908,2016,4,111,111,MON,20571,1,FL,,60,2,1,20160427,,,G,,,,1956,7252016,M,,RV,59339279133,1606,WT
4853913,2016,4,108,108,MIA,20570,2,,20573,70,2,1,20160426,,,G,R,,M,1946,7242016,F,,VES,59277156733,91894,WT
3691189,2016,4,209,209,AGA,20564,1,GU,20569,56,2,1,20160420,,,G,O,,M,1960,7182016,F,,JL,56453242133,941,WT
1000074,2016,4,129,687,DAL,20550,1,CA,20564,49,2,1,20160406,,,G,Q,,M,1967,7042016,M,,AA,55694900333,940,WT
5746779,2016,4,245,245,PHI,20574,1,PA,20581,32,2,1,20160430,SHG,,G,O,,M,1984,10292016,M,,AA,95009853730,288,B2
3187040,2016,4,464,464,HOU,20561,1,FL,20573,53,2,1,20160417,,,G,K,,M,1963,7152016,F,,NZ,56307990933,28,WT
2302459,2016,4,696,696,FTL,20556,1,FL,20601,34,2,1,20160412,CRS,,G,O,,M,1982,10112016,F,,2D,93371283630,406,B2
1481945,2016,4,577,577,HOU,20552,1,PA,20555,48,2,1,20160408,GTM,,G,O,,M,1968,10072016,F,,UA,93018633730,1901,B2
3133114,2016,4,148,112,FTL,20560,1,VA,20564,43,1,1,20160417,,,G,O,,M,1973,7152016,M,,LH,56291247033,414,WB
5510883,2016,4,263,263,NYC,20573,1,NY,20579,39,2,1,20160429,BNK,,G,O,,M,1977,10282016,F,,KE,94854709730,81,B2
5518986,2016,4,438,438,SFR,20573,1,CA,20593,68,2,1,20160429,,,G,O,,M,1948,7272016,M,,QF,59474643333,73,WT
306972,2016,4,438,438,HHW,20546,1,HI,20553,56,2,1,20160402,,,G,O,,M,1960,6302016,F,,HA,55506218233,444,WT
1407986,2016,4,245,245,SFR,20552,1,CA,20566,60,2,1,20160408,BEJ,,G,O,,M,1956,10072016,M,,MU,93032766930,589,B2
1360834,2016,4,117,117,NYC,20552,1,NY,20556,38,2,1,20160408,,,O,O,,M,1978,7062016,,,TK,55831485533,1,WT
5242730,2016,4,135,509,HAM,20572,1,MA,20575,47,2,1,20160428,HML,,G,O,,M,1969,10272016,F,,DL,94751310630,560,B2
1777652,2016,4,107,107,CHI,20554,1,IL,20565,51,1,1,20160410,WRW,,G,O,,M,1965,10092016,F,,LH,93196617330,430,B1
3874218,2016,4,148,112,SFR,20565,1,CA,20582,49,2,1,20160421,,,O,O,,M,1967,7192016,,,LH,56534271933,454,WT
930868,2016,4,582,582,WAS,20549,1,DC,20552,42,2,1,20160405,GDL,,G,O,,M,1974,10042016,M,,UA,92820727130,1567,B2
5081809,2016,4,254,276,BOS,20571,1,MI,20582,51,2,1,20160427,,,G,O,,M,1965,7252016,F,,DL,59322757133,158,WT
4288772,2016,4,135,135,LVG,20567,1,NV,20572,32,2,1,20160423,,,G,O,,M,1984,7212016,M,,VS,59140652133,43,WT
2947585,2016,4,261,261,PSP,20560,1,HI,20567,35,1,1,20160416,JDD,,G,O,,M,1981,10152016,M,,SV,93711864730,41,B1
2883298,2016,4,111,111,MIA,20560,1,FL,20566,39,2,1,20160416,,,G,O,,M,1977,7142016,M,,AF,56277467733,90,WT
2264857,2016,4,582,582,ATL,20556,1,WI,20559,35,1,1,20160412,MTR,,G,O,,M,1981,10112016,M,,EV,93340353430,5510,B1
4654865,2016,4,687,687,MIA,20568,1,FL,20578,44,2,1,20160424,BNS,,G,O,,M,1972,10232016,F,,LA,94403859030,2514,B2
